Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
14058744,05/28/2009 12:00:00 AM,05/29/2009 12:00:00 AM,DSNY,Queens East 10,Missed Collection (All Materials),1 Missed Collection,Sidewalk,150-12 120 STREET,120 STREET
15192438,10/30/2009 12:00:00 AM,10/30/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
13060161,01/30/2009 12:00:00 AM,02/04/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,648 EAST 224 STREET,EAST 224 STREET
14886167,09/18/2009 12:00:00 AM,07/13/2011 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Over Capacity,,7 FORSYTH STREET,FORSYTH STREET
13943361,05/13/2009 12:00:00 AM,05/27/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,86-32 MIDLAND PARKWAY,MIDLAND PARKWAY
13165940,02/13/2009 12:00:00 AM,02/13/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,149-54 TAHOE STREET,TAHOE STREET
13565543,04/14/2009 12:00:00 AM,04/14/2009 12:00:00 AM,DSNY,BCC - Queens East,Litter Basket / Request,10 Litter Basket / Request,Sidewalk, 14 AVENUE,14 AVENUE
13027539,01/26/2009 12:00:00 AM,01/30/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,309 WEST 49 STREET,WEST 49 STREET
13903764,05/08/2009 12:00:00 AM,06/02/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,,
15587552,12/25/2009 12:00:00 AM,12/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,15 ARDEN STREET,ARDEN STREET
13465886,03/30/2009 12:00:00 AM,03/30/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
14925936,09/24/2009 12:00:00 AM,10/08/2009 12:00:00 AM,DOT,Department of Transportation,Sidewalk Condition,Curb Painted,Sidewalk,4205 QUENTIN ROAD,QUENTIN ROAD
13374013,03/16/2009 12:00:00 AM,03/31/2009 12:00:00 AM,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,60 METCALFE STREET,METCALFE STREET
