Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
15456667,12/08/2009 12:00:00 AM,12/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,1087 CARROLL STREET,CARROLL STREET
15413840,12/02/2009 12:00:00 AM,12/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,6255 BROADWAY,BROADWAY
14664729,08/17/2009 12:00:00 AM,08/17/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,101 WEST 141 STREET,WEST 141 STREET
14022458,05/24/2009 12:00:00 AM,05/24/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial, 30 AVENUE,30 AVENUE
13361425,03/14/2009 12:00:00 AM,03/16/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,255-19 148 DRIVE,148 DRIVE
14831402,09/10/2009 12:00:00 AM,10/01/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,341 EAST 19 STREET,EAST 19 STREET
13810594,04/27/2009 12:00:00 AM,04/27/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,,
13507169,04/06/2009 12:00:00 AM,04/20/2009 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),1-3 Family Dwelling,36 WEIRFIELD STREET,WEIRFIELD STREET
13413864,03/22/2009 12:00:00 AM,03/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,728 DECATUR STREET,DECATUR STREET
15075139,10/15/2009 12:00:00 AM,10/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,323 MARINE AVENUE,MARINE AVENUE
13100972,02/05/2009 12:00:00 AM,02/06/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,,
15167449,10/27/2009 12:00:00 AM,10/27/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
15506234,12/14/2009 12:00:00 AM,12/15/2009 12:00:00 AM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,91-19 48 AVENUE,48 AVENUE
15165335,10/27/2009 12:00:00 AM,11/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,46-15 SKILLMAN AVENUE,SKILLMAN AVENUE
13866654,05/04/2009 12:00:00 AM,05/11/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,390 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE
13371142,03/16/2009 12:00:00 AM,03/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,280 MANHATTAN AVENUE,MANHATTAN AVENUE
14704520,08/22/2009 12:00:00 AM,08/22/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),, KENT AVENUE,KENT AVENUE
13112157,02/06/2009 12:00:00 AM,02/06/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,43-16 165 STREET,165 STREET
14347699,07/08/2009 12:00:00 AM,07/09/2009 12:00:00 AM,DSNY,BCC - Queens East,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,48-24 194 STREET,194 STREET
14271413,06/26/2009 12:00:00 AM,06/26/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,212 BEACH 32 STREET,BEACH 32 STREET
13175525,02/15/2009 12:00:00 AM,02/17/2009 12:00:00 AM,DSNY,BCC - Manhattan,Missed Collection (All Materials),1 Missed Collection,Sidewalk,1867 7 AVENUE,7 AVENUE
15605884,12/28/2009 12:00:00 AM,08/05/2010 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,2925 AVENUE P,AVENUE P
13556119,04/13/2009 12:00:00 AM,04/13/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,1117 GLENMORE AVENUE,GLENMORE AVENUE
15049925,10/12/2009 12:00:00 AM,07/10/2010 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,119-35 27 AVENUE,27 AVENUE
